word,translation,phonetic,mastered,sentences
"plausible","ADJ. Seemingly or apparently valid, likely, or acceptable; conceivably true or likely.，Obtaining approbation; specifically pleasing; apparently right; specious.，Worthy of being applauded; praiseworthy; commendable; ready.","/ˈplɔːzəbl/","✗","a plausible excuse;a plausible pretext; plausible manners; a plausible delusion;[…] a coachman named Richard, who was described as a ""sensible, well-behaved yellow boy, who is plausible and can read and write."""
"portal","NOUN. An entrance, entry point, or means of entry.，A website or page that acts as an entrance to other websites or pages on the Internet.，A short vein that carries blood into the liver.，A magical or technological doorway leading to another location, period in time or dimension.，A lesser gate, where there are two of different dimensions.，Formerly, a small square corner in a room separated from the rest of an apartment by wainscoting, forming a short passage to another apartment.，A grandiose and often lavish entrance.，The space, at one end, between opposite trusses when these are terminated by inclined braces.，A prayer book or breviary; a portass. ADJ. Of or relating to a porta, especially the porta of the liver. VERB. To use a portal (magical or technological doorway). PROPN. A ghost town in California.，A town in Georgia, United States.，A municipality of North Dakota.，A surname.","/ˈpɔːtl/","✓","The local library, a portal of knowledge.;The new medical portal has dozens of topical categories containing links to hundreds of sites.;the portal vein"
"postulate","NOUN. Something assumed without proof as being self-evident or generally accepted, especially when used as a basis for an argument. Sometimes distinguished from axioms as being relevant to a particular science or context, rather than universally true, and following from other axioms rather than being an absolute assumption.，A fundamental element; a basic principle.，An axiom.，A requirement; a prerequisite. ADJ. Postulated. VERB. To assume as a truthful or accurate premise or axiom, especially as a basis of an argument.，To appoint or request one's appointment to an ecclesiastical office.，To request, demand or claim for oneself.","/ˈpɒstʃəleɪt/","✗","[T]he attempt to arrive at a physical explanation of existence led the Ionian thinkers to postulate various primal elements or simply the infinite τὸ ἀπειρον.;Other studies postulate that dogs practice coprophagy in an attempt to conserve digestive enzymes, in particular protelytic enzymes and amylase (McCuistion, 1966).;Some postulate that after a nuclear war, humanity would fall into a state of barbarianism."
"prevalent","ADJ. Widespread or preferred.，Superior in frequency or dominant. NOUN. A species that is prevalent in a certain area.","/ˈprevələnt/","✓","[In] May, there was, at London and in its neighbourhood, a disease very epidemic, though not fatal, which had some time before been very prevalent both in Italy and Germany.;The species I found to be most prevalent on the Spring Green study site were compared with lists of prevalents in compositionally related communities of Wisconsin developed by Curtis (1959).;On average, blues and other dilutes have weaker coats and skin problems seem more prevalent in the dilutes."
"profound","ADJ. Descending far below the surface; opening or reaching to great depth; deep.，Very deep; very serious，Intellectually deep; entering far into subjects; reaching to the bottom of a matter, or of a branch of learning; thorough，Characterized by intensity; deeply felt; pervading，Bending low, exhibiting or expressing deep humility; lowly; submissive NOUN. The deep; the sea; the ocean.，An abyss. VERB. To cause to sink deeply; to cause to dive or penetrate far down.，To dive deeply; to penetrate.","/prəˈfaʊnd/","✗","a profound investigation;a profound scholar;profound wisdom"
"proposition","NOUN. The act of offering (an idea) for consideration.，An idea or a plan offered.，The terms of a transaction offered.，In some states, a proposed statute or constitutional amendment to be voted on by the electorate.，A complete sentence.，The content of an assertion that may be taken as being true or false and is considered abstractly without reference to the linguistic sentence that constitutes the assertion; (Aristotelian logic) a predicate of a subject that is denied or affirmed and connected by a copula.，An assertion so formulated that it can be considered true or false.，An assertion which is provably true, but not important enough to be called a theorem.，A statement of religious doctrine; an article of faith; creed.，The part of a poem in which the author states the subject or matter of it.，Misspelling of preposition. VERB. To make a suggestion of sexual intercourse to (someone with whom one is not sexually involved).，To make an offer or suggestion to (someone).","/ˌprɒpəˈzɪʃn/","✗","For example, one-part versions of the proposition ""The doctor pursued the lawyer"" were ""The doctor verbed the object,"" ...;Our English nouns remain unchanged, whether they form the subject or the object of a proposition.;“Wiktionary is a good dictionary” is a proposition."
"protract","VERB. To draw out; to extend, especially in duration.，To draw to a scale; to lay down the lines and angles of, with scale and protractor; to plot.，To extend; to protrude.，To put off to a distant time; to delay; to defer.，To use a protractor.","/prəˈtrækt/","✗","A cat can protract and retract its claws.;to protract a decision or duty;Then, since I’m sure to meet my Fate,
How vain would Hope appear?
Since Fear cannot protract the Date,
How foolish ’twere to fear?"
"provoke","VERB. To cause someone to become annoyed or angry.，To bring about a reaction.，To appeal.","/prəˈvəʊk/","✗","Not that the doctor was a bully, or even pugnacious, in the usual sense of the word; he had no disposition to provoke a fight, no propense love of quarrelling.;They rightly say that attacks against prostitute women are common and that it's only when five are murdered in one place that it starts to provoke debate.;Don't provoke the dog; it may try to bite you."
"pseudo","NOUN. An intellectually pretentious person; a pseudointellectual.，A poseur; one who is fake.，pseudo-city code，A pseudonym; a false name used for online anonymity.，Clipping of pseudoephedrine. ADJ. Other than what is apparent; spurious; sham.，Insincere.","/sˈuːdə‍ʊ/","✗","In VU+ HBM, there is a hardened AXI Switch which enables access from any of the 32 AXI channels to any of the HBM pseudo channels and addressable memory. ;The telltale sign of a pseudo intellectual is the superficial sprinkling and misuse of terms like ""paradigm shift"" and name dropping;As suggested in [3], space can be saved by using a deterministic pseudo random number generator (PRNG) and storing only the seed of that PRNG.;Simple random samples were chosen from an ordered list with the aid of a Pseudo Random Digit Generator affiliated with the Computer Data Corporation Fortran Compiler."
"quartet","NOUN. A group of four people or things, particularly
A group of four musicians who perform classical music together.，A group of four people or things, particularly
A musical composition in four parts, each performed by a single voice or instrument.，A group of four people or things, particularly
A group of four singers, usually males, who sings together in four-part harmony.，A group of four people or things, particularly","/kwɔːˈtet/","✗","The string quartet played some chamber music.;He composed a string quartet.;The barbershop quartet performed the composition a capella."
"quorum","NOUN. The minimum number of members required for a group to officially conduct business and to cast votes, often but not necessarily a majority or supermajority.，A selected body of persons.","/ˈkwɔːrəm/","✗","We can discuss the issue tonight, but cannot vote until we have a quorum.;If one is praying without a minyan (quorum), he should not say Hashem, Hashem in the manner of supplication but rather should read it in a cantillatory style.;In addition, some roseobacters have been shown to utilize other signaling molecules apart from AHLs in quorum sensing, i.e. tropodithietic acid (TDA) (Geng and Belas 2010a)."
"redundant","ADJ. Superfluous; exceeding what is necessary, no longer needed.，Repetitive or needlessly wordy.，Dismissed from employment because no longer needed.，Duplicating or able to duplicate the function of another component of a system, providing backup in the event the other component fails.","/rɪˈdʌndənt/","✗","In the living state, the body is observed to receive aliment; to assimilate a part; to evacuate what is redundant or useless; …;Four employees were made redundant.;The two lines are mainly used for redundant and therefore fault-tolerant message transmission, but they can also transmit different messages."
"refurbish","VERB. To rebuild or replenish with all new material; to restore to original (or better) working order and appearance.","/ˌriːˈfɜːbɪʃ/","✗","An RPS is a network of transportation logistics and processing functions that collect, recycle, refurbish, and demanufacture end-of-life products.;Early firees Bradford and Stacie J. returned, and the teams competed to see which could refurbish a house better to improve its value on the market.;The Highways Agency plan to close J10 of the M5 to refurbish the motorway bridge."
"render","VERB. To cause to become.，To interpret, give an interpretation or rendition of.，To translate into another language.，To pass down.，To make over as a return.，To give; to give back; to deliver.，To give up; to yield; to surrender.，To transform (a model) into a display on the screen or other media.，To capture and turn over to another country secretly and extrajudicially.，To convert waste animal tissue into a usable byproduct.，To have fat drip off meat from cooking.，To cover a wall with a layer of plaster.，To pass; to run; said of the passage of a rope through a block, eyelet, etc.，To yield or give way.，To return; to pay back; to restore.，To inflict, as a retribution; to requite. NOUN. Stucco or plaster applied to walls (mostly to outside masonry walls).，A digital image produced by rendering a model.，A surrender.，A return; a payment of rent.，An account given; a statement.，One who rends. PROPN. A surname.","/ˈrendə(r)/","✓","we may, at last, render our philosophy like that of Epictetus;to render Latin into English;render a verdict (i.e., deliver a judgment)"
"repository","NOUN. A location for storage, often for safety or preservation.","/rɪˈpɒzətri/","✓","Any number of people can be reading from a given repository at a time.;This simulation aims at describing the hydrological conditions at a Swedish deep repository of nuclear waste during a glaciation.;In this model, anyone can fork an existing repository and push changes to their personal fork."
"revert","NOUN. One who, or that which, reverts.，One who reverts to that religion which one had adhered to before having converted to another.，A convert to Islam.，The act of reversion (of e.g. a database transaction or source control repository) to an earlier state.，The skateboard maneuver of rotating the board 180 degrees or more while the wheels remain on the ground. VERB. To cause to return to a former condition.，To return to the possession of.，To return to the possession of.
Of an estate: To return to its former owner, or to his or her heirs, when a grant comes to an end.，To turn back, or turn to the contrary; to reverse.，To throw back; to reflect; to reverberate.，To return; to come back.，To cause (a property or rights) to return to the previous owner.，To return to a former practice, condition, belief, etc.，To reply (to correspondence, etc.).，To treat (a series, such as y=a+bx+cx²+⋯, where one variable y is expressed in powers of a second variable x), so as to find the second variable x expressed in a series arranged in powers of y.，To convert to Islam.，To return to an earlier or primitive type or state; to take on the traits or characters of an ancestral type.，To change back, as from a soluble to an insoluble state or the reverse.，To take up again or return to a previous topic.","/rɪˈvɜːt/","✗","Zeba Siddiqui, herself a revert and editor of the Parent's Manual: A Guide for Muslim Parents Living in North America, contributed to this book as a consultant.;Parents should not reject a proposal without good reason — and being a revert with a past is not an acceptable one.;When a book goes out of print, rights revert from the publisher to the author."
"ridicule","VERB. to criticize or disapprove of someone or something through scornful jocularity; to make fun of NOUN. derision; mocking or humiliating words or behaviour，An object of sport or laughter; a laughing stock.，The quality of being ridiculous; ridiculousness.，A small woman's handbag; a reticule. ADJ. ridiculous","/ˈrɪdɪkjuːl/","✗","Safe from the Bar, the Pulpit, and the Throne, / Yet touch'd and sham'd by Ridicule alone.;[Marlborough] was so miserably ignorant, that his deficiencies made him the ridicule of his contemporaries.;late 17th century, John Aubrey, Brief Lives
This action […] became so ridicule."
"rite","NOUN. A religious custom.，A prescribed behavior.，Informal spelling of right.
used in unique spellings of company brand names，Informal spelling of right.
part of the contraction and interjection amirite，Informal spelling of right. ADJ. Informal spelling of right. ADV. Informal spelling of right. INTJ. Informal spelling of right.","/raɪt/","✗","He's rite, you know.;It's rite next to my house.;Rite, let's do it."
"safari","NOUN. A trip into any undeveloped area to see, photograph or hunt wild animals in their own environment.，A caravan going on a safari.，Any trip for the purpose of discovering something new or acquiring prizes or trophies. VERB. To take part in a safari.","/səˈfɑːri/","✗","We're going on a safari in Kenya.;An ardent junker herself, Mrs. Egge tells how to conduct a fascinating junk safari into the attic or antique and secondhand shops and what to do with the trophies you bring home.;Come on, boy, move that body/ 'Cause tonight I'm naughty, naughty/ Dance with me like it's my party/ We go wild, we're in safari"
"sake","NOUN. cause, interest or account，purpose or end; reason，the benefit or regard of someone or something，contention, strife; guilt, sin, accusation or charge，Alternative spelling of saké","/seɪk/","✗","For the sake of argument;For old times' sake;2005, Plato, Sophist. Translation by Lesley Brown. 242a-b.
But it will be for your sake that we'll undertake to refute this thesis, […]"
"saudi","NOUN. A person from Saudi Arabia or of Saudi Arabian descent. ADJ. From, or pertaining to Saudi Arabia, the Saudi Arabian people or language. PROPN. Short for Saudi Arabia.","/ˈsaʊdi/","✓","The agal he wore on his head gave him away as a Saudi.;June 22 2008, Sebastian Abbot, Oil minister: Saudi willing to increase crude output, Associated Press:;2000, Thomas C. Barger, Timothy J. Barger, Out in the Blue: Letters from Arabia, 1937 to 1940 : a Young American Geologist Explores the Deserts of Early Saudi Arabia, →ISBN:"
"scenario","NOUN. An outline of the plot of a dramatic or literary work.，A screenplay itself, or an outline or a treatment of it.，An outline or model of an expected or supposed sequence of events.","/səˈnɑːriəʊ/","✓","Hearts were keen to avoid a repeat of the scenario at this stage of last season's competition, when they found themselves two goals down inside the opening quarter of an hour.;Warnock admitted it would be the ideal scenario if he received a Carling Cup winners' medal as well as an England call-up[…].;In this scenario, the growth rates are higher for the economic tigers than for the other economies."
"sectarianism","NOUN. Rigid adherence to a particular sect, denomination, ideology, or party.，A political system in which power is shared among religious sects based on a constitutional formula distributing public offices among these sects","/sekˈteəriənɪzəm/","✗","They were discussing sectarianism between Shias and Sunnis.;In Lebanese sectarianism, one half of the members of parliament are Christians and the other half are Muslims.;The entire path (Dhamma) is a universal remedy for universal problems and has nothing to do with any organized religion or sectarianism."
"sphinx","NOUN. A creature with the head of a person and the body of an animal (commonly a lion).，A person who keeps his/her thoughts and intentions secret; an enigmatic or impassive person.，A mandrill (Mandrillus sphinx), formerly classified as a baboon, and called sphinx baboon.，A sphinx moth.，A sphincter. VERB. To decorate with sphinxes.，To adopt the posture of the Sphinx.，To be inscrutable, often through silence.，To behave in a manner characteristic of the Sphinx. PROPN. An ancient, large statue in Egypt, with the face of a man and the body of a lion, lying near the Great Pyramids.，One of the many offspring of Typhon and Echidna, a winged lion-like creature with a woman's face, who committed suicide out of frustration after Oedipus managed to solve her riddles.","/sfɪŋks/","✗","The secret of Man's Being is still like the Sphinx's secret: a riddle that he cannot rede.;Some consider the defacement of the Sphinx to be the most egregious crime of Napolean's campaigns.;Sara, oh Sara / Scorpio Sphinx in a calico dress"
"submission","NOUN. The act of submitting or yielding; surrender.，The act of submitting or giving e.g. a completed piece of work.，The thing which has been submitted.，A submission hold in wrestling, mixed martial arts, or other combat sports.，A subset or component of a mission.","/səbˈmɪʃn/","✗","The Baronies appear to have been formed successively on the submission of the Irish chiefs... the territory of each constituting a barony.;The most usuall way to appease those minds we have offended […] is, by submission to move them to commiseration and pitty.;Ovid might have evaded her entreaties by means of an excuse. But her eyes were irresistible: they looked him into submission in an instant."
"subsequent","ADJ. Following in time; coming or being after something else at any time, indefinitely.，Following in order of place; succeeding.，Following a line in the earth that is more easily eroded. NOUN. A subsequent stream or faultline.","/ˈsʌbsɪkwənt/","✓","Growth was dampened by a softening of the global economy in 2001, but picked up in the subsequent years due to strong growth in China.;On 2 March, Chinese border guards with the help of regular PLA forces skillfully ambushed Strelnikov's unit on the ice near Chen Pao, killing him and 30 Soviets in the subsequent skirmish.;The peculiar position of the subsequent Derwent, close to the sea, suggests some glacial interference with normal adjustments, and calls for special explanation."
"suite","NOUN. A group or train of attendants, servants etc.; a retinue.，A connected series or succession of objects; a number of things used or classed together.，A group of connected rooms, usually separable from other rooms by means of access.，A musical form, popular before the time of the sonata, consisting of a string or series of pieces all in the same key, mostly in various dance rhythms, with sometimes an elaborate prelude.，An excerpt of instrumental music from a larger work that contains other elements besides the music; for example, the Nutcracker Suite is the music (but not the dancing) from the ballet The Nutcracker, and the Carmen Suite is the instrumental music (but not the singing and dancing) from the opera Carmen.，A group of related computer programs distributed together.","/swiːt/","✓","[A]s to men, we shall live altogether at the Duc de Romagnecourt's, his suite of servants will be ours.;a suite of rooms;a suite of minerals"
"tabular","ADJ. having a flat, plane surface，organized as a table or list，calculated by means of a table，tending to split into thin flat pieces, such as slate NOUN. tabular bone","/ˈtæbjələ(r)/","✗","Dark brown to black; streak brownish red; fracture shelllike; crystals equidimensional to tabular, also in rounded and scaly masses...;It should be noted that the first and the second method is well suited for both ordinary text and for tabular data.;This is due to the formation of a smaller code compared to the tabular one."
"template","NOUN. A physical object whose shape is used as a guide to make other objects.，A generic model or pattern from which other objects are based or derived.，A generic model or pattern from which other objects are based or derived.
document template (file with a basic outline for a work)，A macromolecule which provides a pattern for the synthesis of another molecule.，A partially defined class or function, that can be instantiated in a variety of ways depending on the instantiation arguments.，A strip of metal used in boiler-making, pierced with a series of holes, and serving as a guide in marking out a line of rivet-holes. VERB. To set up or mark off using a template.，To provide a template or pattern for.，To synthesize by means of a template.","/ˈtempleɪt/","✓","A template is a blueprint or formula for creating a generic class or a function. “C++ Templates”, in tutorialspoint, 2016;A quarter-century later, the Band’s music provided a key template for the acts first labeled Americana, including Son Volt, Wilco and Lucinda Williams, as well as for their sonic heirs.];A template for those who will become transhuman."
"tragic","ADJ. Causing great sadness or suffering.，Relating to tragedy in a literary work.，Having been the victim of a tragedy.，Cringeworthy; tryhard; unhip; embarrassing; hopeless; indicative of (or having) a chronic lack of self-awareness. NOUN. An obsessive fan, a superfan，A writer of tragedy.，A tragedy; a tragic drama.","/ˈtrædʒɪk/","✗","14 February 2008, “Search for tragic Madeleine McCann over”, in The Daily Telegraph, Australia:;That dress is tragic.;He's pretty tragic these days, hanging out with people half his age."
"trail","VERB. To follow behind (someone or something); to tail (someone or something).，To drag (something) behind on the ground.，To leave (a trail of).，To show a trailer of (a film, TV show etc.); to release or publish a preview of (a report etc.) in advance of the full publication.，To hang or drag loosely behind; to move with a slow sweeping motion.，To run or climb like certain plants.，To drag oneself lazily or reluctantly along.，To be losing, to be behind in a competition.，To carry (a firearm) with the breech near the ground and the upper part inclined forward, the piece being held by the right hand near the middle.，To create a trail in.，To travel by following or creating trails.，To transport (livestock) by herding it along a trail.，To take advantage of the ignorance of; to impose upon. NOUN. The track or indication marking the route followed by something that has passed, such as the footprints of animal on land or the contrail of an airplane in the sky.，A route for travel over land, especially a narrow, unpaved pathway for use by hikers, horseback riders, etc.，A route or circuit generally.，A trailer broadcast on television for a forthcoming film or programme.，A walk in which all the edges are distinct.，The horizontal distance from where the wheel touches the ground to where the steering axis intersects the ground. PROPN. A city in British Columbia, Canada.，A city in Polk County, Minnesota, United States.，A census-designated place in Jackson County, Oregon, United States.","/treɪl/","✗","You'll get your coat all muddy if you trail it around like that.;Even now I behold a sign, A threatening of wrath divine, A watery, wandering star, through whose streaming hair, and the white Unfolding garments of light, That trail behind it afar, The constellations shine!;trail of blood"
"traverse","NOUN. A route used in mountaineering, specifically rock climbing, in which the descent occurs by a different route than the ascent.，A series of points, with angles and distances measured between, traveled around a subject, usually for use as ""control"" i.e. angular reference system for later surveying work.，A screen or partition.，Something that thwarts or obstructs.，A gallery or loft of communication from side to side of a church or other large building.，A formal denial of some matter of fact alleged by the opposite party in any stage of the pleadings. The technical words introducing a traverse are absque hoc (""without this"", i.e. without what follows).，The zigzag course or courses made by a ship in passing from one place to another; a compound course.，A line lying across a figure or other lines; a transversal.，In trench warfare, a defensive trench built to prevent enfilade.，A traverse board. VERB. To travel across, to go through, to pass through, particularly under difficult conditions.，To visit all parts of; to explore thoroughly.，To lay in a cross direction; to cross.，To rotate a gun around a vertical axis to bear upon a military target.，To climb or descend a steep hill at a wide angle (relative to the slope).，To (make a cutting, an incline) across the gradients of a sloped face at safe rate.，To act against; to thwart or obstruct.，To use the motions of opposition or counteraction.，To pass over and view; to survey carefully.，To plane in a direction across the grain of the wood.，To deny formally. ADV. athwart; across; crosswise ADJ. Lying across; being in a direction across something else. PROPN. A surname from French.","/trəˈvɜːs/","✗","At the entrance of the king, / The first traverse was drawn.;The whole care of the vessel rested, therefore, upon me, and I was obliged to direct her by my former experience, not being able to work a traverse.;He will have to traverse the mountain to get to the other side."
"triad","NOUN. A grouping of three.，A word of three syllables.，A branch of a Chinese underground criminal society, mostly based in Hong Kong.，on a CRT display, a group of three neighbouring phosphor dots, coloured green, red, and blue.，A chord consisting of a root tone, the tone two degrees higher, and the tone four degrees higher in a given scale.","/ˈtraɪæd/","✗","A triad consists of three notes stacked in consecutive thirds. ;And the triad is made complete by she who is violenced by him.;major triad;Modern harmonists are unwilling to acknowledge that the minor triad is less consonant than the major."
"tweak","VERB. To pinch and pull with a sudden jerk and twist; to twitch.，To adjust slightly; to fine-tune.，To tease, to annoy; to get under the skin of (someone, typically so as to irritate them, or by extension to enamor, frighten, etc).，To abuse methamphetamines, especially crystal meth.，To exhibit extreme nervousness, evasiveness when confronted by authorities, compulsiveness, erratic motion, excitability, etc, due to or mimicking the symptoms of methamphetamine abuse. NOUN. A sharp pinch or jerk; a twist or twitch.，A slight adjustment or modification.，Trouble; distress; tweag.，A prostitute.，An additional input to a block cipher, used in conjunction with the key to select the permutation computed by the cipher.","/twiːk/","✗","to tweak the nose.;If we tweak the colors towards blue, it will look more natural.;“Russia needs leadership and he knows how to tweak people.” He grinned, “He made a convert of me,” chuckling. “I wanted to lead him by the hand, now I follow him like a puppy dog.”"
"twiddle","VERB. To wiggle, fidget or play with; to move around.，To flip or switch two adjacent bits (binary digits).，To be in an equivalence relation with.，To play with anything; hence, to be busy about trifles. NOUN. A slight twist with the fingers.，A wiggling movement.，A small decorative embellishment.，A small musical flourish.，A tilde.，A drawn line that is curvy or twisted.，A tiny bit，A tizzy","/ˈtwɪdl/","✗","the twiddle factor, and;He put away the reciever with receiver with a twiddle of pudgy fingers.;Instead, flagellar motion causes the bacterium to swim smoothly (called a run), then stop and tumble (a twiddle), followed by another period of smooth swimming;A raised white brow in my direction, and a twiddle of the pipe stem toward the trail indicated that his wife was at our house, if that's who I was looking for."
"twofold","ADJ. Double; duplicate; multiplied by two.，Having two parts, especially two different parts. ADV. In a double degree; doubly.","/ˈtuːfəʊld/","✗","The wheat produced a twofold harvest.;a twofold nature; a twofold sense; a twofold argument;It is the tale of Ixion's twofold guilt, unnatural murder and unlawful love."
"universality","NOUN. the property of being universal, common to all members of a class","/ˌjuːnɪvɜːˈsæləti/","✓","Universality is denied to nature, and only the supersensible, that is, nonnature, is the realm of the universal.;Its unconditionality is maintained in the act of willing only if it wills according to the universality of law, thereby transcending the conditioning effects of subjective inclinations.;Because the selflike (selbstische) universality, the subjective One (Bins) of the individuality, does not separate itself from the real particularization but is only submerged in it, …"
"unleash","VERB. To free from a leash, or as from a leash.，To let go; to release.，To precipitate; to bring about.","/ʌnˈliːʃ/","✗","Unleash your inner musician;For example, the [racehorse] trainer may have tipped a betting syndicate that he is about to unleash a sleeper […];A son of Street Cry, Street Sense will break from the No. 7 post and, in theory, lope along in midpack before finding a spot near the rail to unleash a late run.;So let the show begin, black femme cisters, unleash your pinks and let the show begin!"
"unprecedented","ADJ. Never before seen, done, or experienced; without precedent.","/ʌnˈpresɪdentɪd/","✗","On October 6, 1927, Warner Bros. released The Jazz Singer, the first sound-synched feature film, prompting a technological shift of unprecedented speed and unstoppable force. Within two years, nearly every studio release was a talkie.;the invading host that had sailed from Hellas in more than one thousand ships was of an unprecedented size.;Ecologists say the months of intense and unprecedented fires will almost certainly push several species to extinction."
"unwed","ADJ. Not married. NOUN. One who is not married; a bachelor or a spinster. VERB. To separate.，To annul the marriage of.","/ˌʌnˈwed/","✓","My biological mother was a young, unwed college graduate student, and she decided to put me up for adoption. ;At last it was determined to unwed the unhappy pair, during the arrangements for which the husband was arrested and put into jail for six months for rioting.;The unwed, government dependent sheboons who use food as a babysitter, while stuffing their own faces constantly.;One of the rising female talents in the Indonesian film industry, director Pritagita Arianegara debuts with Salawaku, depicting profound contrasts between beautiful oceanscapes and struggling, unwed mothers."
"urge","NOUN. A strong desire; an itch to do something. VERB. To press; to push; to drive; to impel; to force onward.，To put mental pressure on; to ply with motives, arguments, persuasion, or importunity.，To provoke; to exasperate.，To press hard upon; to follow closely.，To present in an urgent manner; to insist upon.，To treat with forcible means; to take severe or violent measures with.，To press onward or forward.，To be pressing in argument; to insist; to persist.","/ɜːdʒ/","✓","After seeing the advert for a soft drink, I had a sudden urge to buy a bottle.;to urge an argument; to urge the necessity of a case;to urge an ore with intense heat"
"vitality","NOUN. The capacity to live and develop.，Energy or vigour.，That which distinguishes living from nonliving things; life, animateness.","/vaɪˈtæləti/","✓","The educated man of the twentieth century is not anaemic, languishing in a washed-out, wan vitality.;It was, however, in the Puritan movement in England, and in similar movements on the continent — especially the Bohemian Brethren — that chiliasm asserted its greatest vitality as an historical force.;lower one's vitality"
"vulgar","ADJ. Debased, uncouth, distasteful, obscene.，Having to do with ordinary, common people.，Common, usual; of the typical kind.，Being a vulgar fraction. NOUN. A common, ordinary person.，The common people.，The vernacular tongue or common language of a country.","/ˈvʌlɡə(r)/","✗","vulgar language;vulgar words;a truly vulgar showing of affection"
"wagon","NOUN. A heavier four-wheeled (normally horse-drawn) vehicle designed to carry goods (or sometimes people).，Abbreviation of toy wagon; A child's riding toy, with the same structure as a wagon (sense 1), pulled or steered by a long handle attached to the front.，A vehicle (wagon) designed to transport goods or people on railway.，Short for dinner wagon (“set of light shelves mounted on castors so that it can be pushed around a dining room and used for serving”).，Short for paddy wagon (“police van for transporting prisoners”).，Short for station wagon (“type of car in which the roof extends rearward to produce an enclosed area in the position of and serving the function of the boot (trunk)”); (by extension) a sport utility vehicle (SUV); any car.，A woman of loose morals, a promiscuous woman, a slapper; (by extension) a woman regarded as obnoxious; a bitch, a cow.，A kind of prefix used in de Bruijn notation.，Buttocks. VERB. To load into a wagon in preparation for transportation; to transport by means of a wagon.，To travel in a wagon. PROPN. A bright circumpolar asterism of the northern sky, said to resemble a ladle or cart. It is part of the constellation Ursa Major and includes the stars Mizar, Dubhe, and Alkaid.","/ˈwæɡən/","✗","The waiters wore red jackets with black lapels, in summer white jackets with green lapels. There was a roast beef wagon. A pastry section in the huge kitchen.;I began as a patrol officer, working the wagon, squad car, and three-wheelers until 1963, when I took the detective exam.;Well fuck yeh, yeh stuck-up little wagon."
"zodiac","NOUN. The belt-like region of the celestial sphere approximately eight degrees north and south of the ecliptic which include the apparent path of the sun, moon, and visible planets.，The twelve equal divisions of the zodiacal region into signs or houses, each named for a prominent constellation in the region.，The ecliptic: the belt-like region of the celestial sphere corresponding to the apparent path of the sun over the course of a year.，Any of various astrological systems considered similar to the above.，A circle decorated with the signs of the zodiac.，Alternative letter-case form of zodiac PROPN. a family of constellations that are visible in the apparent path of the Sun viewed from the Earth over the year","/ˈzəʊdiæk/","✗","The moon's path lies in that belt of the heavens known as the zodiac.;Of all the zodiac signs, Sagittarius is the least likely to rush into a commitment. They think romance should always be an adventure, and it takes a lot for them to DTR.;Such a comparatively unremunerative occupation as that of carrying a few score head of cattle six times a year from Port Zodiac to Port Marivelles was not worth a ship-owner's thought […]"
